ypbNumber,boatManufacturer,boatModel,boatTypeCodeName,motorName,motorNumberOfEngines,boatLength,powerMatched,testDate,performanceBulletinPageUrl,pdfUrl,localFilePath,status
PB_191Hybrid_F90XB_1-28-20_OCC,Nautic Star,191 Hybrid,OCC,F90XB,Single,227,Yes,2019-12-31T00:00:00-06:00,https://yamahaoutboards.com/outboards/115-30-hp/115-75-hp/f90/pb_191hybrid_f90xb_1-28-20-occ,https://yamahaoutboards.com/getmedia/118fbda3-1945-4baf-bcd3-54f960925019/pb_191hybrid_f90xb_1.28.20.occ_1,yamaha_downloads\PB_191Hybrid_F90XB_1-28-20_OCC.pdf,Downloaded
PB_27 CC_TW_F300XSB2_10-29-2024_OCC,Pair Marine,Pair Marine 27 CC,OCC,LF300XSB2 / F300XSB2,Twin,326,Yes,2024-10-29T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb__27-cc_tw_f300xsb2_10-29-2024_occ,https://yamahaoutboards.com/getmedia/944428e4-5ac0-4bf0-a10e-4b2c4d6105bd/pb_27%20cc_tw_f300xsb2_10-29-2024_occ,yamaha_downloads\PB_27_CC_TW_F300XSB2_10-29-2024_OCC.pdf,Downloaded
PB_35_FRE_T_XF450USA2_21XTOEC_4-22-2026_OCC,Freeman,Freeman 35,OCC,XF450USA2 / LXF450USA2,Twin,430,Yes,2026-04-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/xto-offshore/v8-5-6l/xf450/pb_35_fre_t_xf450usa2_21xtoec_4-22-2026_occ,https://yamahaoutboards.com/getmedia/59426eb1-da91-4dc0-8773-b7173d2c19f0/pb_35_fre_t_xf450usa2_21xtoec_4-22-2026_occ,yamaha_downloads\PB_35_FRE_T_XF450USA2_21XTOEC_4-22-2026_OCC.pdf,Downloaded
PB_ABR_23_F225XCA_SWSII15_2016-01-08_BAY,Albury Brothers,Albury Brothers® 23,BAY,F225XCA,Single,278,Yes,2016-01-08T00:00:00-06:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f225-(4-2l)/pb_abr_23_f225xca_swsii15_2016-01-08_bay,https://yamahaoutboards.com/getmedia/871dcae3-2f29-459f-93be-b56f3ce06407/pb_abr_23_f225xca_swsii15_2016-01-08_bay_1,yamaha_downloads\PB_ABR_23_F225XCA_SWSII15_2016-01-08_BAY.pdf,Downloaded
PB_ACR_20Flats_VF250_SWS20_FLT_02-13-26,Action Craft,Action Craft 20 Flats Master,FLT,VF250LB,Single,233,Yes,2026-02-13T00:00:00-06:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf250/pb_acr_20flats_vf250_sws20_flt_02-13-26,https://yamahaoutboards.com/getmedia/9da513f1-b30c-4a4b-aafa-2f571bbb205f/pb_acr_20flats_vf250_sws20_flt_02-13-26,yamaha_downloads\PB_ACR_20Flats_VF250_SWS20_FLT_02-13-26.pdf,Downloaded
PB_ACT_17 Flyfisher_VF115LB_10-24-25_FLT,Action Craft,Action Craft 17 Flyfisher,FLT,VF115LB,Single,206,Yes,2025-10-24T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf115/pb_act_17-flyfisher_vf115lb_10-24-25_flt,https://yamahaoutboards.com/getmedia/93be667c-8514-4200-b09b-b17e5b3ad53f/pb_act_17%20flyfisher_vf115lb_10-24-25_flt,yamaha_downloads\PB_ACT_17_Flyfisher_VF115LB_10-24-25_FLT.pdf,Downloaded
PB_ALB_25EXPRESS_TW_F250XCA_09-03-20_OCC,Albemarle Boats,Albemarle 25 Express,OCC,F250XCA / LF250XCA,Twin,326,Yes,2020-09-01T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f250-(4-2l)/pb_alb_25express_tw_f250xca_09-03-20_occ,https://yamahaoutboards.com/getmedia/a0a01677-eea0-4fdd-a8f4-c772a8715e07/pb_alb_25express_tw_f250xca_09-03-20_occ_1,yamaha_downloads\PB_ALB_25EXPRESS_TW_F250XCA_09-03-20_OCC.pdf,Downloaded
PB_ALB_27DC_TW_F250UCA_11-19-19_OCC,Albemarle Boats,Albemarle 27DC,OCC,F250UCA / LF250UCA,Twin,328,Yes,2019-11-19T00:00:00-06:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f250-(4-2l)/pb_alb_27dc_tw_f250uca_11-19-19_occ,https://yamahaoutboards.com/getmedia/f9a7d025-3f45-4a8b-a57d-01f016c06919/pb_alb_27dc_tw_f250uca_11-19-19_occ_1,yamaha_downloads\PB_ALB_27DC_TW_F250UCA_11-19-19_OCC.pdf,Downloaded
PB_ALB_30EXPRESS_TR_F300_12-18-2020_OCC,Albemarle Boats,Albemarle 30 Express,OCC,F300XCA / F300ECA / LF300XCA,Triple,370,Yes,2020-12-18T00:00:00-06:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb_alb_30express_tr_f300_12-18-2020_occ,https://yamahaoutboards.com/getmedia/81e063b8-1cde-4af0-8435-1ecec546fc12/pb_alb_30express_tr_f300_12-18-2020_occ_1,yamaha_downloads\PB_ALB_30EXPRESS_TR_F300_12-18-2020_OCC.pdf,Downloaded
PB_ALB_31DC_TW_F300UCA_11-19-19_OCC,Albemarle Boats,Albemarle 31DC,OCC,F300UCA / LF300UCA,Twin,372,Yes,2019-11-19T00:00:00-06:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb_alb_31dc_tw_f300uca_11-19-19_occ,https://yamahaoutboards.com/getmedia/b9863661-3c0c-43c6-adae-53806a4f73fe/pb_alb_31dc_tw_f300uca_11-19-19_occ_1,yamaha_downloads\PB_ALB_31DC_TW_F300UCA_11-19-19_OCC.pdf,Downloaded
PB_ALB_31DC_TW_XF425UCA__11-19-19_OCC,Albemarle Boats,Albemarle 31DC,OCC,XF425USA2 / LXF425USA2,Twin,372,Yes,2019-11-19T00:00:00-06:00,https://yamahaoutboards.com/outboards/xto-offshore/v8-5-6l/xf425/pb_alb_31dc_tw_xf425uca__11-19-19_occ,https://yamahaoutboards.com/getmedia/1966e493-a98f-4c61-b246-4ce35f3254ba/pb_alb_31dc_tw_xf425uca__11-19-19_occ_1,yamaha_downloads\PB_ALB_31DC_TW_XF425UCA__11-19-19_OCC.pdf,Downloaded
PB_ALM_Classic 165 Sport_F70LB_7-22-25_ALM,Alumacraft,Alumacraft Classic 165 Sport,ALM,F70LB,Single,196,Yes,2025-07-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f70/pb_alm_classic-165-sport_f70la_7-22-25_alm,https://yamahaoutboards.com/getmedia/8d43c093-2564-4c28-96ce-9c5284a61d40/pb_alm_classic%20165%20sport_f70lb_7-22-25_alm,yamaha_downloads\PB_ALM_Classic_165_Sport_F70LB_7-22-25_ALM.pdf,Downloaded
PB_ALM_Competitor 175X Sport_F115XB_7-9-25_ALM,Alumacraft,Alumacraft Competitor 175X Sport,ALM,F115XB,Single,230,Yes,2025-07-09T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/115-75-hp/f115/pb_alm_competitor-175x-sport_f115xb_7-9-25_alm,https://yamahaoutboards.com/getmedia/29da0e79-0172-4ac4-8919-26c634875e17/pb_alm_competitor%20175x%20sport_f115xb_7-9-25_alm,yamaha_downloads\PB_ALM_Competitor_175X_Sport_F115XB_7-9-25_ALM.pdf,Downloaded
PB_ALM_Competitor 185X Sport_VF200XB_7-22-25_ALM,Alumacraft,Alumacraft Competitor 185X Sport,ALM,VF200XB,Single,242,Yes,2025-07-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf200/pb_alm_competitor-185x-sport_vf200xb_7-22-25_alm,https://yamahaoutboards.com/getmedia/c3f3e089-a914-4d32-aeae-8b0cbae2ccfa/pb_alm_competitor%20185x%20sport_vf200xb_7-22-25_alm,yamaha_downloads\PB_ALM_Competitor_185X_Sport_VF200XB_7-22-25_ALM.pdf,Downloaded
PB_ALM_Competitor 185X Tiller_6-9-25_ALM,Alumacraft,Alumacraft Competitor 185X Tiller,ALM,F150XHA,Single,242,Yes,2025-06-09T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f150r/pb_alm_competitor-185x-tiller_6-9-25_alm,https://yamahaoutboards.com/getmedia/58a45217-a957-49b4-96c6-b14e8a42704c/pb_alm_competitor%20185x%20tiller_6-9-25_alm,yamaha_downloads\PB_ALM_Competitor_185X_Tiller_6-9-25_ALM.pdf,Downloaded
PB_ALM_Competitor 195X Sport_F300XSB_7-22-25_ALM,Alumacraft,Alumacraft Competitor 195X Sport,ALM,F300XSB,Single,254,Yes,2025-07-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb_alm_competitor-195x-sport_f300xsb_7-22-25_alm,https://yamahaoutboards.com/getmedia/c9440b5d-43cb-4866-b354-878708e8d8e2/pb_alm_competitor%20195x%20sport_f300xsb_7-22-25_alm,yamaha_downloads\PB_ALM_Competitor_195X_Sport_F300XSB_7-22-25_ALM.pdf,Downloaded
PB_ALM_Competitor 205X Sport_F300XSB_7-9-25_ALM,Alumacraft,Alumacraft Competitor 205X Sport,ALM,F300XSB,Single,242,Yes,2025-07-09T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb_alm_competitor-205x-sport_f300xsb_7-9-25_alm,https://yamahaoutboards.com/getmedia/14f5cd1f-cce9-4fb0-8738-3407851dfd6b/pb_alm_competitor%20205x%20sport_f300xsb_7-9-25_alm,yamaha_downloads\PB_ALM_Competitor_205X_Sport_F300XSB_7-9-25_ALM.pdf,Downloaded
PB_ALM_Competitor 205X Sport_F350XSA_3-28-25_ALM,Alumacraft,Alumacraft Competitor 205X Sport,ALM,F350XSA,Single,266,Yes,2025-03-28T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-3l/f350/pb_alm_competitor-205x-sport_f350xsa_3-28-25_alm,https://yamahaoutboards.com/getmedia/8de96e67-6c77-4df2-965d-95efeb115f37/pb_alm_competitor%20205x%20sport_f350xsa_3-28-25_alm,yamaha_downloads\PB_ALM_Competitor_205X_Sport_F350XSA_3-28-25_ALM.pdf,Downloaded
PB_ALM_Competitor175Tiller_F90LB_2017-05-10_ALM,Alumacraft,Alumacraft Competitor 175 Tiller,ALM,F90LB,Single,212,Yes,2017-05-09T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/115-75-hp/f90/pb_alm_competitor175tiller_f90lb_2017-05-10_alm,https://yamahaoutboards.com/getmedia/1ef47e41-fa98-4a62-977b-5220e8aec68a/pb_alm_competitor175tiller_f90lb_2017-05-10_alm_1,yamaha_downloads\PB_ALM_Competitor175Tiller_F90LB_2017-05-10_ALM.pdf,Downloaded
PB_ALM_Competitor185Tiller_F90XB_2017-06-05_ALM,Alumacraft,Alumacraft Competitor 185 Tiller,ALM,F90XB,Single,224,Yes,2017-06-04T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/115-75-hp/f90/pb_alm_competitor185tiller_f90xb_2017-06-05_alm,https://yamahaoutboards.com/getmedia/92fdec97-1505-44ff-aa97-8f565585acb3/pb_alm_competitor185tiller_f90xb_2017-06-05_alm_1,yamaha_downloads\PB_ALM_Competitor185Tiller_F90XB_2017-06-05_ALM.pdf,Downloaded
PB_ALM_Competitor205Sport_F200XCA_2016-05-11_ALM,Alumacraft,Alumacraft Competitor 205 Sport,ALM,F200XCA,Single,248,Yes,2016-05-10T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f200-(i4)/pb_alm_competitor205sport_f200xca_2016-05-11_alm,https://yamahaoutboards.com/getmedia/53204f73-7fe6-4721-bb02-ce618943c0e0/pb_alm_competitor205sport_f200xca_2016-05-11_alm_1,yamaha_downloads\PB_ALM_Competitor205Sport_F200XCA_2016-05-11_ALM.pdf,Downloaded
PB_ALM_Edge185Sport_VF150XA_2016-06-01_ALM,Alumacraft,Alumacraft Edge 185 Sport,,VF150XA,Single,225,Yes,2016-05-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf150/pb_alm_edge185sport_vf150xa_2016-06-01_alm,https://yamahaoutboards.com/getmedia/e68660ae-433d-4748-8f99-ea9cd4c6c3f3/pb_alm_edge185sport_vf150xa_2016-06-01_alm_1,yamaha_downloads\PB_ALM_Edge185Sport_VF150XA_2016-06-01_ALM.pdf,Downloaded
PB_ALM_Escape145CS_F40LA_2016-06-01_ALM,Alumacraft,Alumacraft Escape 145 CS,ALM,F40LA,Single,174,Yes,2016-05-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/40-30-hp/f40/pb_alm_escape145cs_f40la_2016-06-01_alm,https://yamahaoutboards.com/getmedia/afc38730-dcc4-44a4-86e7-a1ad11d13fff/pb_alm_escape145cs_f40la_2016-06-01_alm_1,yamaha_downloads\PB_ALM_Escape145CS_F40LA_2016-06-01_ALM.pdf,Downloaded
PB_ALM_Tournament195Sport_F200XCA_2017-06-05_ALM,Alumacraft,Alumacraft Tournament 195 Sport,ALM,F200XCA,Single,231,Yes,2017-06-04T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f200-(i4)/pb_alm_tournament195sport_f200xca_2017-06-05_alm,https://yamahaoutboards.com/getmedia/6c52d8f5-5c41-469d-8e39-b49a818545ac/pb_alm_tournament195sport_f200xca_2017-06-05_alm_1,yamaha_downloads\PB_ALM_Tournament195Sport_F200XCA_2017-06-05_ALM.pdf,Downloaded
PB_ALM_TournamentPro195Sport_F200XB_2016-06-30_ALM,Alumacraft,Alumacraft Tournament Pro 195 Sport,ALM,F200XB,Single,231,Yes,2016-06-29T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f200-(i4)/pb_alm_tournamentpro195sport_f200xb_2016-06-30_alm,https://yamahaoutboards.com/getmedia/f88efbf9-97e3-4e31-8d7e-d40f6348eff3/pb_alm_tournamentpro195sport_f200xb_2016-06-30_alm_1,yamaha_downloads\PB_ALM_TournamentPro195Sport_F200XB_2016-06-30_ALM.pdf,Downloaded
PB_ALM_Trophy 175_0_VF115XA_5-19-2022_ALM,Alumacraft,Alumacraft Trophy 175,ALM,VF115XA,Single,212,Yes,2022-05-18T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf115/pb_alm_trophy-175_0_vf115xa_5-19-2022_alm,https://yamahaoutboards.com/getmedia/c38a5b1f-1ec0-4eb3-8e5d-41392a015633/pb_alm_trophy%20175_0_vf115xa_5-19-2022_alm,yamaha_downloads\PB_ALM_Trophy_175_0_VF115XA_5-19-2022_ALM.pdf,Downloaded
PB_ALM_Trophy 205X Sport_F350XSA_7-10-25_ALM,Alumacraft,Alumacraft Trophy 205X Sport,ALM,F350XSA,Single,266,Yes,2025-07-10T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-3l/f350/pb_alm_trophy-205x-sport_f350xsa_7-10-25_alm,https://yamahaoutboards.com/getmedia/afb651db-46bc-4116-b8b8-5214e3ffc034/pb_alm_trophy%20205x%20sport_f350xsa_7-10-25_alm,yamaha_downloads\PB_ALM_Trophy_205X_Sport_F350XSA_7-10-25_ALM.pdf,Downloaded
PB_ALM_Trophy205_F250XCA_2017-06-06_ALM,Alumacraft,Alumacraft Trophy 205,ALM,F250XCA,Single,248,Yes,2017-06-05T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f250-(4-2l)/pb_alm_trophy205_f250xca_2017-06-06_alm,https://yamahaoutboards.com/getmedia/70709e16-2642-4e2b-8a05-6fe7856e2df2/pb_alm_trophy205_f250xca_2017-06-06_alm_1,yamaha_downloads\PB_ALM_Trophy205_F250XCA_2017-06-06_ALM.pdf,Downloaded
PB_ALM_Yukon180TL_F70LA_2016-05-11_ALM,Alumacraft,Alumacraft Yukon 180TL,ALM,F70LA,Single,214,Yes,2016-05-10T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f70/pb_alm_yukon180tl_f70la_2016-05-11_alm,https://yamahaoutboards.com/getmedia/2a94bc50-0f1e-4f65-99cb-601ea0e3d81c/pb_alm_yukon180tl_f70la_2016-05-11_alm_1,yamaha_downloads\PB_ALM_Yukon180TL_F70LA_2016-05-11_ALM.pdf,Downloaded
PB_ALO_Patriot_F350XSA2_9-13-24_PNT,Aloha ,Aloha Patriot,PNT,F350XSA2,Single,312,Yes,2024-09-13T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-3l/f350/pb_alo_patriot_f350xsa2_9-13-24_pnt,https://yamahaoutboards.com/getmedia/25ab437c-cfe4-44d3-9fb5-7f7401476091/pb_alo_patriot_f350xsa2_9-13-24_pnt,yamaha_downloads\PB_ALO_Patriot_F350XSA2_9-13-24_PNT.pdf,Downloaded
PB_AVA_Ambassador2785RLTwin_t_F300XCA_2016-07-06_PNT,Avalon,Avalon® Ambassador 2785 RL Twin,PNT,F300XCA / LF300XCA,Twin,351,Yes,2016-07-06T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-2l/f300-(4-2l)/pb_ava_ambassador2785rltwin_t_f300xca_2016-07-06_pnt,https://yamahaoutboards.com/getmedia/3729db0e-f084-4cd3-8aa1-8a7a6e4d4e83/pb_ava_ambassador2785rltwin_t_f300xca_2016-07-06_pnt_1,yamaha_downloads\PB_AVA_Ambassador2785RLTwin_t_F300XCA_2016-07-06_PNT.pdf,Downloaded
PB_AVA_Excalibur LTD QLST-W_TW_LF350XSA2_10-21-25_PNT,Avalon,Excalibur LTD QLST-W,PNT,LF350XSA2 / F350XSA2,Twin,324,Yes,2025-10-21T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/v6-4-3l/f350/pb_ava_excalibur-ltd-qlst-w_tw_lf350xsa2_10-21-25_pnt,https://yamahaoutboards.com/getmedia/fd49eaac-6f0c-426a-ba2a-587c19942b07/pb_ava_excalibur%20ltd%20qlst-w_tw_lf350xsa2_10-21-25_pnt,yamaha_downloads\PB_AVA_Excalibur_LTD_QLST-W_TW_LF350XSA2_10-21-25_PNT.pdf,Downloaded
PB_AVD_16 COMMANDER_F40LEHA_5-6-24_BSS,Avid Boats,Avid 16 Commander,BSS,F40LEHA,Single,194,Yes,2024-05-06T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/40-30-hp/f40/pb_avd_16-commander_f40leha_5-6-24_bss,https://yamahaoutboards.com/getmedia/f014e75c-c606-48ec-9528-bf6f8cc7f2e2/pb_avd_16%20commander_f40leha_5-6-24_bss_1,yamaha_downloads\PB_AVD_16_COMMANDER_F40LEHA_5-6-24_BSS.pdf,Downloaded
PB_AVD_16 COMMANDER_F50LA_4-12-24_ALM,Avid Boats,Avid 16 Commander,ALM,F50LA,Single,194,Yes,2024-04-12T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f50/pb_avd_16-commander_f50la_4-12-24_alm,https://yamahaoutboards.com/getmedia/763aa09e-c0f1-44a2-8fd6-1a27d64ebad7/pb_avd_16%20commander_f50la_4-12-24_alm,yamaha_downloads\PB_AVD_16_COMMANDER_F50LA_4-12-24_ALM.pdf,Downloaded
PB_AVD_18 Commander_F70LA_3-13-24_ALM,Avid Boats,Avid 18 Commander,ALM,F70LA,Single,226,Yes,2024-03-13T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f70/pb_avd_18-commander_f70la_3-13-24_alm,https://yamahaoutboards.com/getmedia/53d86b37-c6d9-434d-936b-ede4dc8bd494/pb_avd_18%20commander_f70la_3-13-24_alm,yamaha_downloads\PB_AVD_18_Commander_F70LA_3-13-24_ALM.pdf,Downloaded
PB_AVD_18COMMANDER_F60LA__3-28-24_ALM,Avid Boats,Avid 18 Commander,ALM,F60LA,Single,226,Yes,2024-03-28T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f60/pb_avd_18commander_f60la__3-28-24_alm,https://yamahaoutboards.com/getmedia/679d8ec9-6b63-451f-bbcc-006515a7114e/pb_avd_18commander_f60la__3-28-24_alm_1,yamaha_downloads\PB_AVD_18COMMANDER_F60LA__3-28-24_ALM.pdf,Downloaded
PB_AVD_18XB_F70_10-27-20_ALM,Avid Boats,Avid 18 XB,ALM,F70LA,Single,214,Yes,2020-10-26T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f70/pb_avd_18xb_f70_10-27-20_alm,https://yamahaoutboards.com/getmedia/75f9dc12-d820-41f6-a9b5-2996cd9c16ae/pb_avd_18xb_f70_10-27-20_alm_1,yamaha_downloads\PB_AVD_18XB_F70_10-27-20_ALM.pdf,Downloaded
PB_AVD_18XB_VF90LA_8-31-2022_BSS,Avid Boats,Avid 18XB,BSS,VF90LA,Single,214,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf90/pb_avd_18xb_vf90la_8-31-2022_bss,https://yamahaoutboards.com/getmedia/1aceaf13-2b65-4423-a288-afa00e2764a2/pb_avd_18xb_vf90la_8-31-2022_bss,yamaha_downloads\PB_AVD_18XB_VF90LA_8-31-2022_BSS.pdf,Downloaded
PB_AVD_18XC_F70LA__BSS,Avid Boats,Avid 18XC,BSS,F70LA,Single,214,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/115-30-hp/70-50-hp/f70/pb_avd_18xc_f70la__bss,https://yamahaoutboards.com/getmedia/db030798-e8eb-46c5-b41c-39cc04f5905a/pb_avd_18xc_f70la__bss_1,yamaha_downloads\PB_AVD_18XC_F70LA__BSS.pdf,Downloaded
PB_AVD_19FS_VF90XA_8-31-2022_BAY,Avid Boats,Avid 19FS,BAY,VF90XA,Single,229,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf90/pb_avd_19fs_vf90xa_8-31-2022_bay,https://yamahaoutboards.com/getmedia/21f24942-88d4-4641-992d-aa509d16e0eb/pb_avd_19fs_vf90xa_8-31-2022_bay,yamaha_downloads\PB_AVD_19FS_VF90XA_8-31-2022_BAY.pdf,Downloaded
PB_AVD_19XB_VF150LA_8-31-2022_BSS,Avid Boats,Avid 19XB,BSS,VF150LA,Single,223,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf150/pb_avd_19xb_vf150la_8-31-2022_bss,https://yamahaoutboards.com/getmedia/8d356c80-6de4-4acf-81ad-6046f5b392e5/pb_avd_19xb_vf150la_8-31-2022_bss,yamaha_downloads\PB_AVD_19XB_VF150LA_8-31-2022_BSS.pdf,Downloaded
PB_AVD_20 VERTEX_F150LC_7-22-24_ALM,Avid Boats,Avid 20 Vertex,ALM,F150LC,Single,245,Yes,2024-07-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f150-(i4)/pb_avd_20-vertex_0_f150lc_7-22-24_alm,https://yamahaoutboards.com/getmedia/aa825afe-bd78-46d4-b258-cb855dc4f399/pb_avd_20%20vertex_f150lc_7-22-24_alm_1,yamaha_downloads\PB_AVD_20_VERTEX_F150LC_7-22-24_ALM.pdf,Downloaded
PB_AVD_207 Recon_VF115XA_03-05-26_ALM,Avid Boats,Avid 207 Recon,ALM,VF115XB,Single,247,Yes,2026-03-05T00:00:00-06:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf115/pb_avd_207-recon_vf115xa_03-05-26_alm,https://yamahaoutboards.com/getmedia/54ea61e4-3b60-4076-accb-2ab2acf3ced6/pb_avd_207%20recon_vf115xa_03-05-26_alm,yamaha_downloads\PB_AVD_207_Recon_VF115XA_03-05-26_ALM.pdf,Downloaded
PB_AVD_20XB_VF200LA_03-02-2020_ALM,Avid Boats,Avid 20XB,ALM,VF200LA,Single,241,Yes,2020-03-02T00:00:00-06:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf200/pb_avd_20xb_vf200la_03-02-2020_alm,https://yamahaoutboards.com/getmedia/9720eafb-cd1c-4670-abc6-012ec2f1b952/pb_avd_20xb_vf200la_03-02-2020_alm,yamaha_downloads\PB_AVD_20XB_VF200LA_03-02-2020_ALM.pdf,Downloaded
PB_AVD_21 XB_VF250XB_8-31-2022_BSS,Avid Boats,Avid 21XB,BSS,VF250XB,Single,256,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf250/pb_avd_21-xb_vf250xb_8-31-2022_bss,https://yamahaoutboards.com/getmedia/49975a60-30d3-46ee-b4d2-c0b2baea9eb2/pb_avd_21%20xb_vf250xb_8-31-2022_bss,yamaha_downloads\PB_AVD_21_XB_VF250XB_8-31-2022_BSS.pdf,Downloaded
PB_AVD_21FS_VF115XA_8-31-2022_BAY,Avid Boats,Avid 21FS,BAY,VF115XA,Single,247,Yes,2022-08-31T00:00:00-05:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-in-line-4/vf115/pb_avd_21fs_vf115xa_8-31-2022_bay,https://yamahaoutboards.com/getmedia/c6b1a765-a737-4354-a622-e8cf3418ad98/pb_avd_21fs_vf115xa_8-31-2022_bay,yamaha_downloads\PB_AVD_21FS_VF115XA_8-31-2022_BAY.pdf,Downloaded
PB_AVD_23FSMAG_VF250XA_12-6-20_ALM,Avid Boats,Avid 23FS Mag,ALM,VF250XA,Single,271,Yes,2020-11-02T00:00:00-06:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf250/pb_avd_23fsmag_vf250xa_12-6-20_alm,https://yamahaoutboards.com/getmedia/159ea309-aa02-4fbd-9894-0de9cb182327/pb_avd_23fsmag_vf250xa_12-6-20_alm,yamaha_downloads\PB_AVD_23FSMAG_VF250XA_12-6-20_ALM.pdf,Downloaded
PB_AVD_23FS_VF200XA_12-6-20_ALM,Avid Boats,Avid 23FS,ALM,VF200XA,Single,271,Yes,2020-11-02T00:00:00-06:00,https://yamahaoutboards.com/outboards/v-max-sho/v-max-4-2l/vf200/pb_avd_23fs_vf200xa_12-6-20_alm,https://yamahaoutboards.com/getmedia/83371ab5-ab27-48e0-9734-7d8fd7dba546/pb_avd_23fs_vf200xa_12-6-20_alm,yamaha_downloads\PB_AVD_23FS_VF200XA_12-6-20_ALM.pdf,Downloaded
PB_AVID_21FS_F150XB_09-23-2019_BAY,Avid Boats,Avid 21 FS,BAY,F150XB,Single,247,Yes,2019-09-22T00:00:00-05:00,https://yamahaoutboards.com/outboards/350-150-hp/in-line-4/f150-(i4)/pb_avid_21fs_f150xb_09-23-2019_bay,https://yamahaoutboards.com/getmedia/be3f598b-1021-4c69-ae52-9bfb7ffb235d/pb_avid_21fs_f150xb_09-23-2019_bay_1,yamaha_downloads\PB_AVID_21FS_F150XB_09-23-2019_BAY.pdf,Downloaded
PB_AVN_GT670_t_F115B_18Talon_2-15-18_INF,Avon,GT 670,INF,F115LB / F115LB,Twin,264,Yes,2018-02-15T00:00:00-06:00,https://yamahaoutboards.com/outboards/115-30-hp/115-75-hp/f115/pb_avn_gt670_t_f115b_18talon_2-15-18_inf,https://yamahaoutboards.com/getmedia/3451d4de-15c9-4e03-bbfe-b87139340f21/pb_avn_gt670_t_f115b_18talon_2-15-18_inf_1,yamaha_downloads\PB_AVN_GT670_t_F115B_18Talon_2-15-18_INF.pdf,Downloaded
